Date,Cases,Distinct activities,Number of distinct activities,Number of simple cycles in period,Average number of simple cycles per trace,Median number of simple cycles per trace,Number of activity repetitions in period,Average number of activity repetitions per trace,Median number of activity repetitions per trace,Number of participants in period,Average number of participants per trace,Median number of participants per trace,Handover of work in period,Average handover of work per trace,Median handover of work per trace,Average handover of work from participant,Median handover of work from participant,Simple Variant Entropy,Simple Normalized Variant Entropy,Simple Sequence Entropy,Simple Normalized Sequence Entropy,Simple Sequence Entropy (linear forgetting),Simple Normalized Sequence Entropy (linear forgetting),"Simple Sequence Entropy (exponential forgetting, k1)","Simple Normalized Sequence Entropy (exponential forgetting, k1)",Enriched Variant Entropy,Enriched Normalized Variant Entropy,Enriched Sequence Entropy,Enriched Normalized Sequence Entropy,Enriched Sequence Entropy (linear forgetting),Enriched Normalized Sequence Entropy (linear forgetting),"Enriched Sequence Entropy (exponential forgetting, k1)","Enriched Normalized Sequence Entropy (exponential forgetting, k1)",Median throughput time,Average throughput time,PM4Py median throughput time,Median cycle time,Average cycle time,Ratio to shortest,Ratio to median,Magnitude,Support,Variety,Level of detail,Time granularity,Structure,Affinity,Minimum trace length,Average trace length,Maximum trace length,Distinct traces,Deviation from random,Lempel-Ziv,Pentland task complexity
2014-05-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-06-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-07-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-08-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-09-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-10-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-11-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2014-12-01,6,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",14,26,4.333333333333333,4.5,194,32.333333333333336,32.5,20,10.166666666666666,10.5,97,16.166666666666668,16.5,4.85,3.0,365.66031110102,0.3312522188655495,441.48649411149626,0.2946416563546738,229.11254059174465,0.15290637279275546,275.947806756487,0.1841635473216475,479.28867739609433,0.3198702829273002,479.28867739609433,0.3198702829273002,237.49600995887627,0.15850137815141657,292.8646791346145,0.1954536215692491,71700665.894,71828707.79333334,86780771.0,0.0,0.0,7.297560025360436,3.11267135737175,268,6,14,12.333333333333334,0.0,0.7857142857142857,0.6327852343920306,40,44.666666666666664,51,1.0,0.7812149447801195,99,268
2015-01-01,8,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'check', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",15,38,4.75,5.0,257,32.125,32.0,24,10.25,10.5,129,16.125,16.5,5.375,2.0,590.7233490754406,0.3636851271026386,702.3850212958473,0.33473179446846957,364.23277719389677,0.1735804258601836,438.6594230176984,0.2090495260794733,741.4067315011941,0.3533281578364786,741.4067315011941,0.3533281578364786,372.6792928159458,0.17760573569090615,455.9289986758662,0.21727959345634107,63280736.0,69691714.845,63999597.0,0.0,0.0,6.440595267158191,2.747145120127626,357,8,15,12.5,0.0,0.7866666666666666,0.5943899989967164,40,44.625,51,1.0,0.7867751566901683,118,357
2015-02-01,10,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'check', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",15,54,5.4,5.0,345,34.5,32.0,29,10.4,10.5,174,17.4,17.0,6.0,3.0,843.0450798784262,0.38168446260681477,1025.718428273426,0.3538255633111162,530.5201899067073,0.18300500397329578,638.8258711964747,0.2203654701946659,1077.6113434428396,0.3717262263347693,1077.6113434428396,0.3717262263347693,542.9595440755108,0.18729600760029713,662.4418834187413,0.2285119055100293,59591217.894,63155853.8591,62561875.0,0.0,0.0,6.065082996700432,2.5869756546441582,471,10,15,12.6,0.0,0.768888888888889,0.5745108847759691,40,47.1,71,1.0,0.797549116967203,148,471
