Date,Cases,Distinct activities,Number of distinct activities,Number of simple cycles in period,Average number of simple cycles per trace,Median number of simple cycles per trace,Number of activity repetitions in period,Average number of activity repetitions per trace,Median number of activity repetitions per trace,Number of participants in period,Average number of participants per trace,Median number of participants per trace,Handover of work in period,Average handover of work per trace,Median handover of work per trace,Average handover of work from participant,Median handover of work from participant,Simple Variant Entropy,Simple Normalized Variant Entropy,Simple Sequence Entropy,Simple Normalized Sequence Entropy,Simple Sequence Entropy (linear forgetting),Simple Normalized Sequence Entropy (linear forgetting),"Simple Sequence Entropy (exponential forgetting, k1)","Simple Normalized Sequence Entropy (exponential forgetting, k1)",Enriched Variant Entropy,Enriched Normalized Variant Entropy,Enriched Sequence Entropy,Enriched Normalized Sequence Entropy,Enriched Sequence Entropy (linear forgetting),Enriched Normalized Sequence Entropy (linear forgetting),"Enriched Sequence Entropy (exponential forgetting, k1)","Enriched Normalized Sequence Entropy (exponential forgetting, k1)",Median throughput time,Average throughput time,PM4Py median throughput time,Median cycle time,Average cycle time,Ratio to shortest,Ratio to median,Magnitude,Support,Variety,Level of detail,Time granularity,Structure,Affinity,Minimum trace length,Average trace length,Maximum trace length,Distinct traces,Deviation from random,Lempel-Ziv,Pentland task complexity
2013-11-01,34,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Return ER']",13,24,0.7058823529411765,0.0,153,4.5,3.0,,,,,,,,,928.2566905954458,0.5691569842872345,1348.6418140111882,0.4629334362543125,60.393214711553824,0.02073051430142902,522.0183811981258,0.17918750589321203,1625.996013213216,0.5581377604582872,1625.996013213216,0.5581377604582872,66.95954298270105,0.02298446555709638,626.4578141533648,0.21503728088618848,480780.0,4025584.3529411764,512479.0,0.0,0.0,3940.8196721311474,1.0413965865117503,473,34,13,9.411764705882353,0.0,0.680473372781065,0.2840788323973221,5,13.911764705882353,36,1.0,0.7908462152721455,162,457
2013-12-01,57,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Return ER']",15,59,1.0350877192982457,0.0,351,6.157894736842105,4.0,,,,,,,,,2050.8547133030906,0.5681560553607923,2975.395459197564,0.4810967076892942,267.523709046191,0.04325635950444773,1205.6943243952237,0.194950747858789,3545.788307646574,0.5733244889175226,3545.788307646574,0.5733244889175226,299.6329943250781,0.04844816397070008,1427.6293412501427,0.23083579486987268,1471144.0,6668922.2105263155,1471144.0,0.0,0.0,12058.557377049181,3.18658084751288,908,57,15,9.771929824561404,0.3157894736842105,0.7066666666666667,0.27514647719014973,3,15.929824561403509,52,1.0,0.7822363880165357,276,830
2014-01-01,80,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,72,0.9,0.0,448,5.6,4.0,,,,,,,,,3157.716498102674,0.6061375989458165,4520.582406826253,0.5137101556442586,543.4517502898342,0.06175679549718373,1886.4005168553451,0.21436687044081906,5287.6659029569555,0.6008800259676935,5287.6659029569555,0.6008800259676935,611.229186140445,0.06945889093236694,2196.0381402779126,0.24955348521893542,1326981.5,6340996.8625,1540350.0,0.0,0.0,10876.897540983606,2.874316744590545,1236,80,16,9.85,0.3,0.69140625,0.26493569389342386,3,15.45,52,0.9875,0.7917362840463134,366,1191
2014-02-01,106,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,89,0.839622641509434,0.0,498,4.69811320754717,4.0,,,,,,,,,3742.9422992172076,0.6322887724531701,5592.534865132306,0.513701905757966,973.686541518518,0.08943791036644927,2461.6524585371167,0.22611491743187961,6780.686377291191,0.6228394812660965,6780.686377291191,0.6228394812660965,1143.4044235763931,0.10502733476108353,2968.758341376844,0.27269509345545473,1061379.0,6799703.150943397,1062913.0,0.0,0.0,8699.827868852459,2.299006754846822,1490,106,16,9.358490566037736,2.207547169811321,0.67578125,0.2538529484689243,3,14.056603773584905,34,0.9339622641509435,0.7966585972392369,421,1366
2014-03-01,137,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,171,1.2481751824817517,0.0,867,6.328467153284672,4.0,,,,,,,,,5922.813835315349,0.6320911174453839,8996.34654870255,0.5259273604877064,2005.168107150266,0.11722233733645576,4156.360685658017,0.242981280546407,10664.487944834767,0.6234470810363353,10664.487944834767,0.6234470810363353,2310.731806813728,0.13508562318864867,4899.070927673904,0.2864001990013586,1731177.0,6820569.591240876,1731177.0,0.0,0.0,14189.975409836066,3.749826986246625,2220,137,16,9.875912408759124,0.0,0.64453125,0.27139018243019597,5,16.204379562043794,61,0.9708029197080292,0.7877994155158071,594,2120
2014-04-01,145,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Return ER']",15,199,1.3724137931034484,1.0,1025,7.068965517241379,4.0,,,,,,,,,6723.646229083547,0.6223466187607044,9959.843780370848,0.5211682149955467,2631.9411481951056,0.1377214442742092,4798.7918491956525,0.25110612549059025,11818.99953611397,0.6184521592004689,11818.99953611397,0.6184521592004689,3038.4597689585057,0.1589933224901368,5659.05340778973,0.2961209862462746,2441704.0,7291175.468965517,2441704.0,0.0,0.0,20013.967213114753,5.288868527958914,2449,145,15,9.820689655172414,11.324137931034484,0.6088888888888888,0.2699876288555171,3,16.889655172413793,84,0.9517241379310345,0.7891978243291735,643,2349
2014-05-01,179,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Return ER']",15,201,1.1229050279329609,0.0,1119,6.251396648044692,3.0,,,,,,,,,7684.347074485727,0.6209309058942908,11735.921588175239,0.5143884988317634,3322.451526566724,0.14562391545917672,5764.033257865172,0.25263907844416933,14334.09086621423,0.6282669347602948,14334.09086621423,0.6282669347602948,3963.7733707398856,0.17373321886698376,7001.810777270866,0.3068911893935401,2071553.0,7031738.156424581,2071553.0,0.0,0.0,16979.94262295082,4.487100592741329,2866,179,15,9.759776536312849,0.9106145251396648,0.6133333333333333,0.26343739903011415,3,16.011173184357542,118,0.9832402234636871,0.7902297744989353,734,2691
2014-06-01,160,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,226,1.4125,0.0,1217,7.60625,4.0,,,,,,,,,7734.559263104986,0.5949579182199297,11361.351813642126,0.5105889835179042,3653.3799488814834,0.16418605682681547,5811.003112943463,0.261151509197569,13505.254951077965,0.6069378460176823,13505.254951077965,0.6069378460176823,4223.298679188862,0.1897986978195931,6856.809098817363,0.3081509353259917,3846298.0,8341993.925,3871711.0,0.0,0.0,31527.032786885247,8.33129832336406,2803,160,16,9.9125,0.28125,0.671875,0.2790664514649089,3,17.51875,185,0.96875,0.7830896446251638,718,2683
2014-07-01,145,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,207,1.4275862068965517,0.0,1164,8.027586206896551,4.0,,,,,,,,,7235.618369371029,0.5894819548780365,10652.193940502859,0.5132364987387321,3818.495725070721,0.1839800690196218,5658.8090260178205,0.27264874708124376,12436.160491412113,0.5991903174139913,12436.160491412113,0.5991903174139913,4324.9770666455015,0.20838299595450868,6551.08432620237,0.3156397265485356,7399318.0,9379101.703448275,7399318.0,0.0,0.0,60650.147540983606,16.027339963631913,2635,145,16,10.144827586206896,3.462068965517241,0.6640625,0.28741809019580666,3,18.17241379310345,185,0.9793103448275862,0.7807571487051271,679,2548
2014-08-01,163,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Return ER']",15,250,1.5337423312883436,0.0,1360,8.343558282208589,4.0,,,,,,,,,8433.378323385274,0.5925163533180786,12464.690845792416,0.5185601630224121,5214.697905281356,0.216943575202119,7035.56639472297,0.2926959442266545,14479.542451867193,0.6023826813855367,14479.542451867193,0.6023826813855367,5899.04812433221,0.24541413781340324,8102.365929760047,0.33707728891020905,4763144.0,8657912.196319018,4763144.0,0.0,0.0,39042.16393442623,10.317238451399652,3002,163,15,10.07361963190184,0.49693251533742333,0.6,0.2806544812295323,3,18.41717791411043,185,0.9693251533742331,0.7800747504921453,753,2885
